0,0,0,0,0,0,0.061688304,0.21049868,0.076748624,0.25978038,0,0,0,0,0,0.08226383,0.3019864,0
0,0,0,0,0,0,0.20584475,0,0,0,0,0,0.6328717,0,0,0,0.14862235,0
0,0,0,0,0,0,0.10770089,0,0,0,0,0,0,0,0,0,0.8863943,0
0,0,0,0,0,0,0,0,0.09135344,0,0,0,0.57179475,0,0,0.3292541,0,0
0,0,0,0,0,0,0.4914994,0,0,0,0,0,0.39789927,0,0,0,0.0928355,0
0,0,0,0,0,0,0.7374599,0,0,0.14658941,0,0,0,0,0,0,0.10076116,0
0,0,0,0,0,0.08846644,0.13367555,0,0,0,0,0,0,0,0,0,0.7644043,0
0,0.5581883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4306782,0
0,0,0,0,0,0,0,0.372396,0.18529163,0,0,0,0.1585433,0,0,0,0,0.26985982
0,0,0,0,0,0,0,0.059737287,0,0,0.394592,0,0,0,0,0,0.53468716,0
0.21979971,0,0,0,0,0,0.40324077,0.17400125,0,0,0,0,0,0,0,0,0.19226864,0
0,0,0,0,0.0782092,0,0,0.77121824,0,0,0.05314025,0,0,0,0,0.09236762,0,0
0,0,0,0,0,0,0.9936491,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.05031271,0,0.08890553,0.24755219,0.18704182,0,0,0,0,0,0,0.061485134,0.355996,0
0,0,0,0,0,0,0.3391955,0,0,0.3455834,0,0,0,0,0,0.30243582,0,0
0,0,0,0,0,0,0,0,0.86596674,0,0,0,0,0,0,0.124948815,0,0
0,0,0,0,0,0,0.8725115,0,0,0,0,0,0,0,0,0.11418824,0,0
0,0,0,0.1737274,0,0,0.30169132,0.12794885,0,0,0,0.018576445,0,0,0,0,0.3718737,0
0,0,0,0,0,0,0.10511718,0.5708803,0,0,0,0,0,0.28551528,0,0.033934087,0,0
0.11753781,0.019717569,0,0,0,0.051780995,0.096684724,0,0,0,0,0,0,0,0,0,0.7057636,0
0,0,0,0,0,0,0.28753626,0,0,0,0.17385803,0,0.53086764,0,0,0,0,0
0,0,0,0,0,0,0,0.64120686,0,0,0,0,0,0.34551227,0,0,0,0
0,0,0,0,0,0,0.30240816,0,0,0.2516406,0,0,0,0,0,0,0.42782074,0
0,0,0,0,0,0,0.19555435,0,0,0.09577755,0,0,0,0,0,0.36539057,0.3302674,0
0,0,0,0,0,0,0.47249398,0.3784211,0.04658464,0,0.09716428,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.31687608,0,0,0.6775571,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05242136,0.22054856,0,0,0.7143726,0,0,0,0,0,0,0
0,0,0,0,0,0,0.11452851,0,0,0,0,0.27678594,0,0,0,0.46400914,0.13338035,0
0,0.98280436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.015614931,0.19186728,0,0,0.035488587,0.32678583,0.111785,0,0,0,0,0,0,0.30877936,0,0
